Zodiac,Profession
taurus,Lawyer
aquarius,United States Marshals Service
taurus,Software engineer
cancer,Farmer
libra,Pedagogy
aquarius,Barristers in England and Wales
pisces,Real estate
leo,Physician
leo,Politician
leo,Electrical engineering
pisces,Officer (armed forces)
virgo,Small business
aries,Lawyer
aquarius,Diplomacy
gemini,Biochemist
gemini,Diplomat
aries,Public defender
aries,Professional Golfers' Association of America
pisces,American Airlines
pisces,Air Force Reserve Command
aries,Barrister
scorpio,Politician
pisces,Faculty of Advocates
pisces,Barrister
capricorn,Politician
capricorn,Businessperson
gemini,Barrister
cancer,Member of parliament
capricorn,Consultant
sagittarius,Lawyer
gemini,Politician
capricorn,Lawyer
capricorn,Politician
scorpio,Lawyer
scorpio,Law enforcement
scorpio,Entrepreneurship
taurus,Robert Louis Stevenson School Samoa
libra,Attorneys in the United States
sagittarius,Advocate
capricorn,Lawyer
gemini,Urban planner
capricorn,Lawyer
capricorn,Politician
aquarius,Lawyer
cancer,Publishing
aquarius,Politician
aquarius,Businessperson
cancer,Farmer
cancer,Pastoral farming
aries,Lawyer
sagittarius,Physician
sagittarius,Surgeon
aries,Politician
aries,Businessperson
scorpio,Attorneys in the United States
libra,Lawyer
libra,Investor
capricorn,Real estate broker
capricorn,Legislator
aries,Lecturer
aries,Professor
sagittarius,Politician
sagittarius,Insurance broker
taurus,Lawyer
pisces,Attorneys in the United States
taurus,Politician
taurus,Intestacy
taurus,Entrepreneurship
aries,Legislator
aries,Radio station
aries,Lawyer
gemini,Lawyer
aries,Lawyer
aries,Politician
sagittarius,Nursing
taurus,Society of Jesus
capricorn,Politician
gemini,Lawyer
pisces,Politician
pisces,Businessperson
sagittarius,Lawyer
sagittarius,Urban planning
sagittarius,Smart growth
leo,Teacher
scorpio,Attorneys in the United States
leo,Lawyer
sagittarius,Lawyer
libra,Lawyer
aries,Politician
libra,United States federal judge
taurus,Economist
virgo,Politician
capricorn,Politician
capricorn,Economist
aquarius,Engineer
aquarius,Politician
taurus,Jurist
taurus,Politician
pisces,Journalist
pisces,Politician
virgo,History of literature
virgo,Cultural history
gemini,Soldier
gemini,Politician
gemini,Jurist
gemini,Politician
taurus,Politician
sagittarius,Jurist
sagittarius,Politician
aquarius,Jurist
aquarius,Politician
aries,Businessperson
aries,Academia
gemini,Teacher
taurus,Journalist
taurus,Publishing
gemini,Head teacher
pisces,Institute of Electrical and Electronics Engineers
pisces,Programmer
aquarius,Politician
aquarius,Businessperson
aquarius,Economist
aquarius,Warrior
capricorn,Politician
sagittarius,Diplomat
capricorn,Agriculture
capricorn,Businessperson
aquarius,Journalist
aquarius,Cartoonist
aquarius,Activism
cancer,Neurosurgery
capricorn,Lawyer
virgo,Business consultant
scorpio,Civil law notary
scorpio,Psychiatrist
scorpio,Ethicist
scorpio,Professor
cancer,Lawyer
cancer,Politician
leo,Lawyer
aquarius,Bishop
aquarius,Diplomat
cancer,Carpentry
aries,Poet
pisces,Lawyer
pisces,Teacher
libra,Professor
virgo,Lawyer
sagittarius,United States federal judge
cancer,Lawyer
capricorn,Professor
scorpio,Lawyer
scorpio,Politician
capricorn,Lawyer
capricorn,Politician
leo,Mining
libra,Haberdasher
virgo,Lawyer
libra,Law
capricorn,Justice of the peace
virgo,Politician
virgo,Diplomacy
aquarius,Divisional general
scorpio,Agriculture
scorpio,Barrister
scorpio,Soldier
scorpio,Politician
aries,Lawyer
aries,Politician
aquarius,Lawyer
gemini,Politics
gemini,Law
libra,Priest
libra,Academia
aquarius,Civil service
libra,Lawyer
libra,Politician
aquarius,Political consulting
aquarius,Management
scorpio,Lawyer
scorpio,Politician
scorpio,Farmer
libra,Chase & Sanborn Coffee Company
virgo,Lawyer
leo,Lawyer
scorpio,Politician
aquarius,Politician
gemini,Lawyer
gemini,Politician
gemini,Editing
taurus,Lawyer
taurus,Politician
taurus,Editing
taurus,Librarian
taurus,Miner
pisces,Lawyer
scorpio,Virginia State Police
pisces,Professor
scorpio,Engineer
pisces,Conductor (rail)
pisces,Insurance broker
gemini,Radio broadcasting
gemini,Mass communication
pisces,Solicitor
aquarius,United States Army
aries,Attorneys in the United States
cancer,Lawyer
cancer,Politician
cancer,News presenter
libra,Chartered accountant
virgo,Lawyer
virgo,Politician
pisces,Lawyer
pisces,Politician
leo,Teacher
virgo,Politician
virgo,Pharmacist
virgo,Lawyer
leo,Lawyer
scorpio,Lawyer
leo,Politician
scorpio,Politics of Pakistan
taurus,Politician
scorpio,Lawyer
scorpio,Judge
scorpio,Politician
cancer,Politician
cancer,Businessperson
scorpio,Civil engineer
sagittarius,Pharmacology
gemini,Politician
capricorn,Physician
gemini,Research
gemini,Small_Business_Owner
libra,Barrister
taurus,Lawyer
leo,Politician
leo,Teacher
sagittarius,Attorney general
taurus,Natural gas
taurus,Oil
aquarius,Social work
capricorn,Lawyer
leo,Diplomat
pisces,Agriculture
aquarius,Journalist
aquarius,Politician
capricorn,Lawyer
cancer,Businessperson
gemini,Social work
capricorn,Politician
virgo,Politician
libra,Physician
taurus,United States Army
taurus,Professor
aquarius,Former_police_officer_now_a_college_teacher
leo,Attorneys in the United States
cancer,Pharmacist
capricorn,Certified Public Accountant
aries,Public speaking
sagittarius,Lockheed Martin
sagittarius,United States Navy
taurus,Attorney at law
capricorn,Surgeon
gemini,Bank
scorpio,Lawyer
cancer,Entrepreneurship
taurus,Author
taurus,Historian
gemini,Journalist
cancer,Author
cancer,Businessperson
aries,Physician
leo,Politician
leo,Diplomat
scorpio,Surgeon
libra,Chartered accountant
aquarius,Programmer
cancer,Motorcycling
cancer,Typography
scorpio,Politician
virgo,Lawyer
pisces,Lawyer
gemini,Community organizing
aquarius,Academia
capricorn,Politician
libra,Nursing
aries,Librarian
gemini,Journalist
sagittarius,Economist
sagittarius,Entrepreneurship
virgo,Political science
sagittarius,Academia
sagittarius,Lawyer
capricorn,Politician
capricorn,Farmer
aquarius,Politician
aquarius,Presenter
aquarius,Athlete
aries,Engineer
aries,Surgeon
aries,Professor
pisces,Certified Public Accountant
sagittarius,Lawyer
sagittarius,Politician
virgo,Real estate development
libra,Detective
libra,Lawyer
libra,Academic administration
aquarius,Lawyer
pisces,Physician
capricorn,Chemist
capricorn,Politician
gemini,Barristers in England and Wales
aries,Lawyer
pisces,Diplomacy
pisces,Diplomatic rank
scorpio,Barrister
aries,Politician
leo,Lawyer
leo,Neurology
leo,Teacher
aries,Real estate broker
gemini,Judge
gemini,Politician
leo,United States Air Force
leo,Lawyer
aquarius,Orchard
aries,Politics
aries,Economist
aries,Professor
aquarius,Politician
taurus,Economist
taurus,Columnist
taurus,Professor
cancer,Turkish Land Forces
libra,Engineer
libra,Businessperson
libra,Teacher
libra,Business magnate
taurus,Advertising
taurus,Public relations
taurus,Teacher
gemini,Politician
aries,Lawyer
cancer,Teacher
cancer,Attorneys in the United States
sagittarius,United States Coast Guard
sagittarius,United States Senate
sagittarius,Diplomat
virgo,Nursing
aries,Financial adviser
virgo,Physician
virgo,Epidemiology
leo,Civil service
gemini,Journalist
virgo,Management consulting
scorpio,Lawyer
aries,Lawyer
aries,Politician
aries,Teacher
taurus,Lawyer
gemini,Surgeon
virgo,Lawyer
libra,Trade union
libra,Coal mining
leo,Funeral director
virgo,Politician
libra,Lawyer
cancer,Shipbuilding
leo,Barrister
capricorn,Author
capricorn,Lawyer
capricorn,Teacher
aries,Lawyer
aries,Politician
aries,Teacher
capricorn,Teacher
aries,Teacher
pisces,Teacher
pisces,Surgeon
capricorn,Entrepreneurship
leo,Lawyer
capricorn,Business
pisces,Politician
pisces,Lawyer
leo,Psychologist
aquarius,Lawyer
aquarius,Politician
aquarius,Publishing
cancer,Journalist
libra,Lawyer
virgo,Lawyer
pisces,Teacher
sagittarius,Harvard University
aries,Trooper (police rank)
virgo,Barrister
capricorn,Lawyer
sagittarius,List of Governors of Alabama
capricorn,Lawyer
libra,Merchant
libra,Historian
libra,Lawyer
sagittarius,Solicitor
libra,Ranch
libra,Politician
aries,Author
aries,Mathematician
aries,Writer
aries,Publishing
taurus,Politician
taurus,Dairy
taurus,Lawyer
taurus,Pharmacist
leo,Scholarly method
capricorn,Politician
scorpio,Politician
gemini,Barrister
aries,Politician
sagittarius,Physician
capricorn,Ranch
taurus,Politician
taurus,Teacher
libra,Politician
leo,Diplomat
leo,Businessperson
leo,Financier
leo,Lawyer
leo,Agriculture
gemini,Lawyer
scorpio,Social work
taurus,Politician
leo,Psychology
scorpio,Attorney general
scorpio,Politician
scorpio,Teacher
cancer,Politics
capricorn,Lawyer
virgo,Lawyer
pisces,Ranch
aquarius,Teacher
scorpio,Real estate broker
gemini,Barristers in England and Wales
libra,Faculty of Advocates
aries,Chiropractor
capricorn,Officer (armed forces)
gemini,Joiner
gemini,Carpentry
virgo,Historian
pisces,Attorneys in the United States
virgo,Peerages in the United Kingdom
virgo,Sport management
taurus,Faculty of Advocates
aries,Faculty of Advocates
aquarius,Social work
aquarius,Politician
aquarius,Teacher
leo,Agriculture
leo,Mining
leo,Rail transport
sagittarius,Agriculture
sagittarius,Mining
aquarius,Editing
cancer,Adjunct professor
cancer,Attorneys in the United States
aquarius,Politician
sagittarius,Businessperson
cancer,Journalist
virgo,Soldier
libra,Psychologist
libra,Lawyer
libra,Politician
aquarius,index.html
virgo,Journalist
cancer,Teacher
gemini,Attorneys in the United States
gemini,Advocate
aquarius,Translation
virgo,Armed forces
virgo,Canon (priest)
taurus,Lawyer
taurus,Politician
virgo,Politician
capricorn,Butcher
capricorn,Civil service
taurus,Politician
taurus,Farmer
aries,Professor
aquarius,Lawyer
aquarius,Politician
capricorn,Bank
capricorn,Management
cancer,Professor
aries,Attorneys in the United States
scorpio,Politician
scorpio,Economist
sagittarius,Performance art
sagittarius,Farmer
cancer,Scientist
cancer,Teacher
taurus,Lawyer
taurus,Politician
pisces,Lawyer
capricorn,Lawyer
virgo,Lawyer
virgo,Politician
aries,Nursing
pisces,Barrister
capricorn,Politician
taurus,Activism
capricorn,Politician
libra,Politician
libra,Economist
sagittarius,Jurist
sagittarius,Politician
cancer,Economist
cancer,Diplomat
scorpio,Lawyer
scorpio,Journalist
leo,Prosecutor
taurus,Lawyer
taurus,Judge
taurus,Politician
aquarius,State senator
pisces,Artist
pisces,Legislator
sagittarius,Politician
cancer,Teacher
leo,Businessperson
scorpio,Lawyer
cancer,Politician
aries,Lawyer
virgo,Ophthalmology
cancer,Physician
cancer,Professor
aries,Lawyer
taurus,Lawyer
taurus,Politician
scorpio,Lawyer
sagittarius,Wikt:statesman
scorpio,Surgeon
cancer,Lawyer
taurus,Lawyer
taurus,Soldier
taurus,Politician
aquarius,Governor
aquarius,Politician
leo,Attorneys in the United States
aries,Bank
gemini,Economist
cancer,Lawyer
aquarius,Lawyer
virgo,Professor
capricorn,Speculation
capricorn,Land tenure
cancer,Lawyer
scorpio,Lawyer
scorpio,Teacher
aries,Attorneys in the United States
aries,Digital_Marketing_Manager
leo,Consultant
taurus,Geographer
sagittarius,Physician
cancer,Chemical engineer
sagittarius,Engineer
capricorn,Lawyer
taurus,Politician
pisces,Agricultural engineering
leo,Civil engineer
taurus,Physician
virgo,Politician
virgo,Prosecutor
pisces,Teacher
aries,Physical therapy
cancer,Politician
taurus,Lawyer
sagittarius,Ophthalmology
libra,Lawyer
taurus,Politician
gemini,Officer (armed forces)
gemini,Wikt:statesman
sagittarius,Lawyer
sagittarius,Veteran
sagittarius,Legislator
aquarius,Community college
pisces,Lawyer
pisces,Journalist
pisces,Politician
sagittarius,Acting
sagittarius,Public speaking
pisces,Cattle
pisces,Wheat
pisces,Editor-in-chief
cancer,Police officer
cancer,Missionary
cancer,Teacher
cancer,Academia
capricorn,Journalist
virgo,Academic administration
leo,Judge
leo,Pedagogy
sagittarius,Economist
gemini,Blackshirts
gemini,Journalist
gemini,Officer (armed forces)
libra,Physician
capricorn,Firefighter
scorpio,Lawyer
taurus,Politician
virgo,Lawyer
pisces,Lawyer
gemini,Businessperson
pisces,Economist
pisces,Historian
pisces,Journalist
aquarius,Politician
cancer,Economist
aquarius,Industrial engineering
virgo,Lawyer
virgo,Lawyer
scorpio,Politician
taurus,Lawyer
leo,Engineer
leo,Economist
pisces,Politician
pisces,Police officer
gemini,Lawyer
gemini,Lawyer
sagittarius,Lawyer
libra,Teacher
libra,Politician
virgo,Politician
taurus,Journalist
taurus,Politician
aquarius,Military
scorpio,Lawyer
aries,Lawyer
aquarius,Industrial engineering
taurus,Lawyer
taurus,Politician
aries,Engineer
capricorn,Politician
capricorn,Diplomat
virgo,Politician
libra,Lawyer
libra,Diplomat
virgo,Economist
virgo,Civil engineer
taurus,Hydraulic engineering
sagittarius,Traumatology
cancer,Lawyer
cancer,Judge
cancer,Politician
cancer,United States Marshals Service
virgo,Politician
virgo,Businessperson
gemini,Politician
gemini,Attorney at law
sagittarius,Journalist
scorpio,Politician
scorpio,Education
scorpio,Trade union
scorpio,Teacher
scorpio,Workforce
libra,Businessperson
libra,Legislator
libra,Lawyer
leo,Politician
leo,Politician
gemini,Barristers in England and Wales
sagittarius,Physician
aries,Politician
libra,Attorneys in the United States
libra,Sales
libra,Teacher
virgo,Lawyer
capricorn,Editing
aries,Barrister
gemini,Talk radio
gemini,Powersports
sagittarius,Lobbying
virgo,Politician
sagittarius,Politician
virgo,Businessperson
aquarius,Lawyer
pisces,Politician
pisces,Winemaker
gemini,Lawyer
gemini,Dean (education)
capricorn,Politician
aquarius,Farmer
aquarius,Barrister
scorpio,Teacher
aquarius,Businessperson
aquarius,Teacher
aries,Economist
taurus,Biochemist
libra,Author
libra,Minister (Christianity)
capricorn,Artist
capricorn,Academic administration
leo,Business
leo,Insurance broker
leo,Dentist
leo,Christmas tree cultivation
virgo,Attorney at law
sagittarius,Engineer
sagittarius,Politician
sagittarius,Politician
gemini,Politician
gemini,Diplomat
capricorn,Soldier
capricorn,Politician
capricorn,Police officer
libra,Lawyer
pisces,Lawyer
sagittarius,Lawyer
capricorn,Health administration
gemini,Software developer
gemini,Software product management
sagittarius,Chemist
gemini,Politician
gemini,Police officer
pisces,Law
gemini,Lawyer
pisces,Agriculture
pisces,Businessperson
leo,Mechanical engineering
leo,Professor
aries,Lawyer
sagittarius,Attorneys in the United States
aries,Politician
aries,Economist
aries,Businessperson
pisces,Teacher
libra,Lawyer
libra,Lawyer
libra,Merchant
libra,Philanthropy
leo,Lawyer
pisces,Dentist
capricorn,Attorney at law
capricorn,Physician
gemini,Lawyer
gemini,Judge
gemini,Politician
libra,Barrister
aries,Lawyer
aries,Politician
gemini,Lawyer
gemini,Civil service
aries,Journalist
aries,Politician
aries,Pastor
capricorn,District attorney
aquarius,Lawyer
libra,Politician
libra,Society of Jesus
libra,Academia
pisces,Surgeon
cancer,Lawyer
libra,Politician
virgo,Lawyer
aries,Diplomacy
aquarius,Lawyer
sagittarius,Politician
libra,Lawyer
libra,Accountant
leo,Lawyer
capricorn,Politician
aries,Lawyer
aries,Politician
gemini,Engineer
leo,Businessperson
aries,Illinois House of Representatives
libra,Lawyer
capricorn,Lawyer
aquarius,Politician
aquarius,Copy editing
cancer,Businessperson
aries,Publishing
aries,Bank
aries,Bank
sagittarius,Lawyer
leo,Lawyer
leo,Yacht
leo,Politician
gemini,Economist
gemini,Academia
aquarius,Law
gemini,Lawyer
pisces,British Army
cancer,Lawyer
cancer,Politician
sagittarius,Lawyer
virgo,Evangelism
virgo,Congregational church
virgo,Presbyterian Church in the United States of America
leo,United States Army
cancer,Lawyer
capricorn,Politician
pisces,Lawyer
pisces,Judge
pisces,Politician
libra,Pastor
capricorn,Politician
virgo,Barrister
virgo,Chartered accountant
libra,Politician
libra,Diplomat
gemini,Lawyer
gemini,Businessperson
aquarius,Lawyer
aquarius,Politician
leo,Lawyer
leo,Politician
cancer,Lawyer
cancer,Professor
aries,Dentist
aquarius,Wikt:statesman
aquarius,Abolitionism in the United Kingdom
aries,Indian Civil Service (British India)
aries,Lawyer
libra,Lawyer
cancer,Abolitionism in the United States
sagittarius,Attorneys in the United States
gemini,Politician
virgo,Bookselling
gemini,Jurist
gemini,Politician
taurus,Economist
taurus,Accountant
libra,United States Armed Forces
libra,Lawyer
virgo,Teacher
sagittarius,Chiropractor
aquarius,Physician
virgo,Lawyer
cancer,Lawyer
virgo,Dentist
gemini,Politician
gemini,Farmer
virgo,Lawyer
virgo,Journalist
virgo,Officer (armed forces)
scorpio,Lawyer
scorpio,Attorneys in the United States
cancer,Politician
cancer,Attorney at law
sagittarius,Barrister
sagittarius,Solicitor
libra,Lawyer
cancer,Community organizing
libra,Teacher
aries,Lawyer
leo,Professor
capricorn,Real estate appraisal
pisces,Insurance
aries,Police officer
virgo,Patrol
sagittarius,Minister (Christianity)
cancer,Attorneys in the United States
cancer,Farmer
libra,Lawyer
leo,Lawyer
virgo,Diplomacy
leo,Lawyer
pisces,Lawyer
sagittarius,Printer (publishing)
gemini,Diplomacy
pisces,Law
virgo,Lawyer
capricorn,Lawyer
capricorn,Civil service
cancer,Electrician
pisces,Lawyer
pisces,Politician
libra,Lawyer
leo,Pharmacist
gemini,Solicitor
aquarius,Smelting
aquarius,Politician
aquarius,Stonemasonry
aquarius,Metallurgical assay
capricorn,Diplomacy
libra,Lawyer
gemini,Lawyer
leo,Teacher
libra,University of Nottingham
libra,Emeritus
aries,Lawyer
pisces,Management consulting
aquarius,Attorneys in the United States
gemini,Dentist
cancer,Legislator
cancer,Commercial pilot license
cancer,Aircraft maintenance technician
cancer,Lawyer
libra,Dentist
sagittarius,Lawyer
scorpio,Faculty of Advocates
virgo,Politician
virgo,Economist
virgo,Financial_executive
aquarius,Non-profit_leadership
aquarius,Politician
pisces,Social work
cancer,Jurist
cancer,Politician
cancer,Lawyer
cancer,Judge
