Zodiac,Continent of Birth,Religion,Profession
capricorn,NA,Hindu,Physician
scorpio,NA,NA,World Bank
scorpio,NA,NA,Journalist
virgo,NA,Hindu,Politician
pisces,NA,Hindu,Politician
NA,Asia,NA,Mathematics
NA,Asia,NA,Computer scientist
NA,Asia,NA,Academia
leo,Asia,Hindu,Politician
leo,Asia,Hindu,Activism
libra,Asia,NA,Economist
NA,Asia,Hindu,Politician
NA,NA,Hindu,Politician
capricorn,Europe,Hindu,Politician
aquarius,Europe,NA,Historian
leo,NA,NA,Merchant
leo,NA,NA,Politician
aquarius,NA,NA,Lawyer
aquarius,North America,NA,Lawyer
aquarius,North America,NA,Plantations in the American South
capricorn,North America,NA,Politician
capricorn,North America,NA,Pastor
scorpio,North America,NA,Minister (Christianity)
pisces,Asia,Hindu,Lawyer
pisces,Asia,Hindu,Politician
pisces,Asia,Hindu,Businessperson
pisces,Asia,Hindu,Social work
capricorn,NA,NA,Lawyer
taurus,NA,NA,Lawyer
taurus,NA,NA,Politician
capricorn,NA,Muslim,Fighter pilot
libra,North America,NA,John F. Kennedy School of Government
libra,North America,NA,Belfer Center for Science and International Affairs
libra,North America,NA,Harvard University
aquarius,NA,NA,Lawyer
scorpio,NA,NA,Lawyer
scorpio,NA,NA,Politician
virgo,NA,Muslim,Agriculture
virgo,NA,Muslim,Lawyer
cancer,NA,Hindu,Farmer
cancer,NA,Hindu,Businessperson
leo,NA,Hindu,Farmer
sagittarius,NA,Hindu,Social work
gemini,Asia,NA,Scientist
sagittarius,NA,NA,Physician
NA,NA,NA,Politician
NA,NA,NA,Social work
libra,NA,NA,Lawyer
NA,NA,NA,Physician
capricorn,North America,NA,Politician
gemini,North America,Christian,Lawyer
aries,North America,NA,Model (people)
libra,North America,Christian,Business
pisces,NA,Hindu,Farmer
virgo,NA,Hindu,Agriculture
virgo,NA,Hindu,Politician
scorpio,Asia,NA,Lawyer
pisces,North America,NA,Attorneys in the United States
aquarius,NA,NA,Diplomat
aquarius,Asia,Muslim,Politician
pisces,NA,Muslim,Businessperson
aries,NA,NA,Politician
aries,NA,NA,Economist
aries,NA,NA,Professor
aries,NA,NA,Social work
scorpio,NA,NA,Economist
cancer,NA,Muslim,Tumandar
cancer,NA,Muslim,Agronomy
virgo,NA,NA,Officer (armed forces)
NA,NA,NA,Human rights activists
libra,NA,Buddhist,Civil service
NA,NA,NA,Lawyer
libra,NA,Christian,Lawyer
libra,NA,Christian,Professor
capricorn,NA,Hindu,Journalist
capricorn,NA,Hindu,Poet
capricorn,NA,Hindu,Activism
capricorn,NA,Muslim,Farmer
NA,Asia,Buddhist,Lawyer
NA,Asia,NA,Politician
aries,Europe,NA,Economist
capricorn,Europe,Christian,Politician
capricorn,Asia,NA,Politician
libra,NA,Christian,Legislator
cancer,North America,NA,Lawyer
cancer,North America,NA,Politician
leo,North America,NA,Politician
aquarius,NA,NA,Economist
aquarius,NA,NA,Diplomat
virgo,NA,NA,Journalist
pisces,Europe,NA,Physicist
NA,Europe,NA,Masonry
NA,Europe,NA,General contractor
leo,NA,NA,Consultant
NA,NA,Christian,Surveying
NA,NA,Christian,Drafter
pisces,NA,NA,Economist
sagittarius,South America,NA,Physician
gemini,South America,Christian,Lawyer
taurus,NA,Christian,Admiral
scorpio,NA,NA,Teacher
NA,North America,NA,Mining engineering
cancer,NA,NA,Judge
capricorn,NA,NA,Lawyer
libra,NA,NA,Lawyer
libra,NA,NA,Politician
pisces,North America,NA,Lawyer
pisces,North America,NA,Judge
pisces,North America,NA,Politician
taurus,NA,NA,Diplomat
taurus,South America,Christian,Lawyer
gemini,NA,Christian,Diplomat
cancer,NA,NA,Civil engineer
leo,NA,Muslim,Economist
libra,North America,NA,Civil engineer
libra,North America,NA,General contractor
taurus,NA,NA,Diplomacy
taurus,NA,Christian,Teacher
aquarius,NA,NA,Businessperson
cancer,NA,Muslim,Electrical engineering
cancer,NA,Muslim,Politician
aries,Europe,NA,Lawyer
gemini,NA,Muslim,Neurology
capricorn,Asia,Muslim,Engineer
libra,Asia,Muslim,Politician
leo,NA,Muslim,Lawyer
pisces,Europe,Muslim,Philosophy
NA,NA,NA,Lawyer
pisces,Asia,Muslim,Military
cancer,Africa,Muslim,Diplomat
scorpio,NA,NA,Engineer
cancer,NA,NA,Politician
sagittarius,NA,NA,Business economics
sagittarius,NA,NA,Audit
cancer,Asia,Muslim,Television presenter
libra,North America,NA,Lawyer
libra,North America,NA,Politician
sagittarius,Asia,NA,Surgeon
capricorn,NA,NA,Judge
cancer,NA,Christian,Farmer
cancer,NA,Christian,Businessperson
aquarius,North America,NA,Attorneys in the United States
libra,NA,NA,Land use
libra,NA,NA,Legislator
gemini,North America,Christian,Lawyer
gemini,North America,Christian,United States Army
NA,NA,Muslim,Army of the Guardians of the Islamic Revolution
NA,Asia,Muslim,Military
gemini,NA,Muslim,Lawyer
cancer,NA,Muslim,Lawyer
cancer,NA,Muslim,Politician
cancer,NA,Muslim,Diplomat
NA,NA,Muslim,Otorhinolaryngology
aquarius,Asia,Muslim,Ulama
gemini,NA,Muslim,Terrorism
gemini,NA,Muslim,Politician
gemini,NA,Muslim,Preacher
taurus,NA,Muslim,Civil service
NA,Asia,Muslim,Ulama
taurus,NA,NA,Prosecutor
NA,NA,Muslim,Politician
NA,NA,Muslim,Professor
NA,Asia,Muslim,Politician
NA,Asia,Muslim,Politics of Afghanistan
NA,Asia,NA,Writer
NA,Asia,NA,Journalist
NA,Asia,NA,Professor
NA,Asia,NA,Poet
NA,Asia,NA,Afghan_Poticien
NA,Asia,Muslim,Politician
taurus,NA,Muslim,Teacher
NA,NA,Muslim,Lawyer
NA,NA,Muslim,Politician
NA,NA,NA,Education
NA,NA,NA,Politician
NA,NA,NA,Social work
taurus,Africa,Christian,Lawyer
sagittarius,NA,NA,Agriculture
sagittarius,NA,NA,Businessperson
NA,NA,NA,Politician
virgo,NA,Muslim,Politician
virgo,NA,Muslim,Islamic religious leaders
NA,NA,Jew,Lawyer
capricorn,NA,Christian,Lawyer
virgo,Europe,NA,Professor
gemini,North America,Christian,Lawyer
gemini,North America,Christian,Politician
capricorn,NA,Christian,Psychiatry
leo,NA,Christian,Engineer
capricorn,NA,Hindu,Politician
virgo,NA,Hindu,Social work
sagittarius,NA,Hindu,Indian Army
sagittarius,NA,Hindu,Journalist
sagittarius,NA,Hindu,Social reformers of India
scorpio,NA,NA,Social work
pisces,NA,NA,Politician
pisces,NA,NA,Businessperson
pisces,Asia,Hindu,Politician
pisces,Asia,Hindu,Senior Counsel
aries,NA,Muslim,Businessperson
leo,NA,NA,Pastor
sagittarius,NA,NA,Engineer
sagittarius,NA,NA,Politician
sagittarius,NA,NA,Bank
aquarius,NA,NA,Physician
aquarius,NA,NA,Surgeon
aries,Asia,Muslim,Politician
aries,Asia,Muslim,Ulama
NA,Asia,NA,Imam Khomeini International University
aries,Africa,Muslim,Engineer
scorpio,NA,NA,Lawyer
scorpio,NA,NA,Politician
scorpio,NA,NA,Farmer
scorpio,NA,NA,Bank
aquarius,NA,NA,Lawyer
leo,NA,NA,Surgeon
pisces,NA,NA,Lawyer
NA,NA,NA,Lawyer
taurus,NA,NA,Legislator
capricorn,NA,NA,Editor-in-chief
NA,NA,NA,Lawyer
aquarius,North America,NA,Politician
sagittarius,Africa,Christian,Lawyer
aquarius,Asia,Muslim,Civil service
capricorn,NA,NA,Politics
capricorn,NA,NA,Social work
aries,NA,NA,Army
aquarius,NA,Hindu,Civil service
gemini,NA,Christian,Politician
gemini,NA,Christian,Entrepreneurship
sagittarius,NA,NA,Agriculture
leo,NA,NA,Politician
pisces,NA,NA,Politician
cancer,NA,NA,Lawyer
cancer,NA,NA,Politician
pisces,Europe,NA,Academician
pisces,NA,Christian,Archaeology
leo,NA,Christian,Military
aquarius,NA,NA,Lawyer
aquarius,NA,NA,Politician
taurus,NA,NA,Economist
virgo,NA,NA,Political science
virgo,NA,NA,Sociology
capricorn,NA,NA,Politician
virgo,North America,NA,Politician
virgo,North America,NA,Attorney at law
virgo,NA,NA,Economist
cancer,NA,NA,Economist
virgo,NA,Christian,Lawyer
virgo,NA,Christian,Politician
virgo,NA,Christian,Teacher
NA,NA,NA,Politician
NA,Africa,Muslim,Politician
NA,Africa,Muslim,Entrepreneurship
NA,NA,NA,Chartered accountant
gemini,North America,NA,Registered nurse
virgo,North America,NA,Lawyer
cancer,Africa,Christian,Writer
cancer,Africa,Christian,Teacher
cancer,Africa,Christian,Activism
scorpio,North America,Christian,Military
aries,Europe,NA,Politician
aquarius,Europe,NA,Magistrate
libra,Asia,NA,Agriculture
libra,Asia,NA,Politician
taurus,Africa,NA,Accountant
taurus,Africa,NA,Bank
aries,Asia,Hindu,Reform movement
cancer,North America,NA,Businessperson
aquarius,Asia,NA,Meteorology
aquarius,NA,NA,Author
aquarius,NA,NA,Lawyer
aquarius,NA,NA,Diplomat
aquarius,NA,NA,Teacher
sagittarius,Europe,Christian,Teacher
sagittarius,Europe,NA,Physician
leo,NA,NA,Lawyer
aries,NA,NA,Engineering
aries,NA,Jew,Lawyer
aries,NA,Jew,Real estate
libra,North America,Christian,Politician
libra,North America,Christian,Media proprietor
pisces,NA,NA,Lawyer
sagittarius,NA,Christian,Lawyer
cancer,NA,Christian,Lawyer
taurus,NA,NA,Politician
gemini,Europe,NA,Journalist
gemini,Europe,NA,Politician
virgo,Europe,Christian,Lawyer
virgo,Europe,Christian,Professor
aquarius,Asia,Christian,Journalism
libra,NA,Christian,Agronomy
gemini,NA,NA,Judge
leo,NA,NA,Teacher
aquarius,NA,NA,Diplomat
sagittarius,NA,NA,Politician
aries,NA,Muslim,Lawyer
scorpio,NA,NA,Mining engineering
leo,Asia,NA,Lawyer
NA,NA,Christian,Politician
scorpio,NA,NA,Economist
libra,NA,Muslim,Journalist
libra,NA,Muslim,Diplomat
virgo,South America,NA,Soldier
pisces,NA,NA,Military
aquarius,South America,NA,Politician
aquarius,South America,NA,Diplomat
libra,South America,NA,Civil engineer
NA,NA,Christian,Soldier
NA,NA,Christian,Politician
NA,NA,Christian,Civil service
NA,NA,Christian,Printer (publishing)
taurus,Asia,NA,Public Policy and Administration
pisces,Asia,Muslim,Politician
pisces,Asia,Muslim,Ulama
NA,Asia,Muslim,Pilot (aeronautics)
aquarius,Africa,Muslim,Lawyer
aquarius,Africa,Muslim,Economist
NA,Africa,Muslim,Imam
NA,Africa,Muslim,Dawah
gemini,NA,Muslim,Soldier
gemini,Africa,Muslim,Civil service
gemini,Africa,Muslim,Businessperson
pisces,Africa,Muslim,Mathematician
capricorn,Africa,NA,Businessperson
leo,NA,NA,Central Superior Services of Pakistan
NA,NA,Muslim,Lawyer
pisces,Asia,NA,Lawyer
aquarius,Asia,NA,Politician
aquarius,Asia,NA,Prosecutor
NA,NA,NA,Politician
NA,NA,NA,Registered nurse
NA,NA,NA,Barrister
NA,NA,NA,Judge
aquarius,NA,Christian,Barrister
aquarius,NA,Christian,Soldier
libra,NA,Muslim,Barrister
libra,NA,Hindu,Farmer
libra,NA,Hindu,Politician
capricorn,NA,Hindu,Businessperson
NA,Asia,NA,Diplomat
capricorn,NA,NA,Lawyer
NA,NA,Buddhist,Attorneys in Sri Lanka
libra,NA,Muslim,Politician
sagittarius,Asia,NA,Engineer
sagittarius,Asia,NA,Politician
cancer,NA,Muslim,Tumandar
virgo,NA,Muslim,Clergy
libra,NA,NA,Teacher
gemini,NA,Muslim,Soldier
libra,NA,NA,Attorneys in the United States
scorpio,NA,Christian,General contractor
virgo,NA,Christian,Businessperson
taurus,NA,Christian,Soldier
libra,North America,Christian,Teacher
libra,North America,Christian,Old age
libra,North America,Christian,Legislator
NA,NA,Christian,Legislator
NA,NA,Christian,Real estate appraisal
NA,North America,NA,Lawyer
pisces,NA,NA,Statistician
pisces,NA,NA,Urban planner
NA,NA,NA,New Jersey
NA,NA,NA,New York
NA,NA,NA,Lawyer
scorpio,North America,NA,Lawyer
NA,NA,Jew,Financial services
capricorn,NA,NA,Journalist
taurus,NA,Christian,Economist
scorpio,NA,NA,Lawyer
cancer,South America,Christian,Civil engineer
leo,North America,Christian,Diplomat
leo,North America,Christian,Academic administration
leo,North America,Christian,Pundit
leo,NA,NA,American football
leo,NA,NA,Judge
leo,NA,NA,Attorneys in the United States
virgo,NA,NA,Faculty of Advocates
NA,North America,Jew,Business
cancer,North America,NA,Politician
cancer,Asia,NA,Investment banking
virgo,NA,Christian,General practitioner
taurus,NA,NA,Teacher
taurus,NA,NA,Programmer
virgo,NA,NA,Faculty of Advocates
capricorn,Asia,Muslim,Trade union
capricorn,Asia,NA,Lawyer
capricorn,Asia,Muslim,Engineer
capricorn,Asia,NA,Politician
capricorn,Asia,NA,Consultant
aries,NA,NA,Lawyer
leo,NA,NA,Politician
leo,Africa,Muslim,Lawyer
capricorn,Asia,NA,Politician
capricorn,Asia,NA,Social work
aquarius,NA,Hindu,Farmer
aries,NA,NA,Indian Police Service
aries,North America,NA,Teacher
virgo,North America,Christian,Politician
virgo,North America,Christian,Businessperson
virgo,North America,NA,Lawyer
aries,NA,NA,IBM
libra,NA,NA,Politician
libra,NA,NA,Teacher
gemini,NA,NA,Politician
aquarius,NA,Christian,Choir
libra,NA,NA,Professor
capricorn,NA,NA,Lawyer
taurus,Asia,Muslim,Lawyer
capricorn,NA,NA,Jurist
virgo,NA,NA,Attorney at law
gemini,North America,NA,Physician
gemini,North America,NA,Plantations in the American South
aries,NA,Christian,Politician
aries,NA,Christian,Accountant
virgo,NA,Christian,Lawyer
virgo,NA,Christian,Entomology
pisces,North America,Christian,Businessperson
pisces,NA,Jew,Lawyer
cancer,NA,Christian,Businessperson
cancer,NA,Christian,Humanitarianism
cancer,NA,Christian,Activism
cancer,NA,Christian,Public speaking
cancer,NA,Christian,Member of Congress
aquarius,Asia,NA,Law
sagittarius,NA,NA,Teacher
gemini,NA,NA,Chartered accountant
leo,NA,NA,Academia
pisces,NA,Christian,Attorneys in the United States
NA,Europe,NA,Notary
NA,Europe,NA,Lieutenant colonel
NA,Europe,NA,Military
capricorn,NA,NA,Pediatrics
capricorn,NA,Christian,Civil engineering
aries,Asia,Muslim,Politician
NA,NA,Muslim,Politician
NA,Africa,Muslim,Police officer
leo,NA,NA,Engineering
leo,NA,NA,Politician
capricorn,Europe,NA,Physician
capricorn,Europe,NA,Scientist
capricorn,Europe,NA,Academic administration
taurus,NA,NA,Education
taurus,NA,NA,Professor
taurus,NA,NA,Social work
NA,South America,Christian,Economist
NA,NA,Christian,Physician
taurus,NA,NA,Member of parliament
virgo,NA,NA,Lawyer
NA,Asia,NA,Chancellor (education)
NA,Asia,NA,Professor
NA,Asia,NA,Physician
virgo,NA,NA,Jurist
taurus,NA,NA,Magna International
aquarius,South America,Christian,Lawyer
aries,North America,NA,Lobbying
aries,North America,NA,Politician
aries,North America,NA,Real estate
NA,NA,NA,Mayor
NA,NA,NA,Legislator
leo,NA,Christian,Attorneys in the United States
pisces,North America,Christian,Lawyer
taurus,NA,NA,Lawyer
leo,North America,NA,Certified Public Accountant
taurus,NA,Christian,Officer (armed forces)
taurus,North America,NA,Lawyer
libra,NA,NA,Merchant
taurus,NA,NA,Politician
virgo,Asia,Christian,Teacher
virgo,NA,NA,Politician
gemini,NA,NA,Politician
leo,Europe,Christian,Politician
leo,Europe,Christian,Economist
aries,Europe,NA,Pediatrics
aries,Europe,NA,Politician
NA,Asia,NA,Professor
sagittarius,NA,NA,Ranch
capricorn,NA,NA,Lawyer
sagittarius,NA,NA,Lawyer
capricorn,NA,NA,Physician
gemini,North America,NA,Lawyer
gemini,North America,NA,Politician
libra,NA,NA,Lawyer
libra,NA,NA,Politician
capricorn,North America,NA,Merchant
capricorn,North America,NA,Politician
libra,North America,NA,Lawyer
libra,North America,NA,Politician
libra,North America,NA,Teacher
NA,North America,Christian,Editing
NA,North America,Christian,Teacher
NA,North America,Christian,Minister (Christianity)
NA,North America,NA,Editing
NA,North America,NA,Teacher
NA,North America,NA,Minister (Christianity)
pisces,NA,NA,Attorneys in the United States
taurus,North America,NA,Politician
sagittarius,NA,NA,Lawyer
aquarius,NA,NA,Politician
pisces,NA,NA,Lawyer
pisces,NA,NA,Politician
taurus,NA,Christian,Politician
taurus,NA,Christian,Publishing
taurus,NA,Christian,Minister (Christianity)
gemini,NA,NA,Lawyer
gemini,NA,NA,Politician
pisces,NA,NA,Lawyer
leo,North America,Christian,Lawyer
NA,NA,NA,Politician
NA,NA,NA,Plantations in the American South
virgo,NA,NA,Politician
aries,North America,Jew,Lawyer
scorpio,NA,NA,Lawyer
pisces,NA,NA,Lawyer
aries,NA,NA,Politician
aries,NA,NA,Civil engineer
leo,NA,Christian,Howard University
leo,NA,Christian,Howard University
capricorn,NA,Christian,Lawyer
scorpio,NA,Christian,Journalist
scorpio,NA,Christian,Diplomat
libra,Asia,Jew,Management consulting
NA,Asia,NA,Politician
gemini,NA,NA,Railroad engineer
pisces,NA,NA,Tobacco
scorpio,North America,NA,Merchant
scorpio,North America,NA,Politician
aries,North America,NA,Lawyer
aries,North America,NA,Politician
aries,North America,NA,Farmer
aries,North America,NA,Bank
NA,Asia,Christian,Professor
sagittarius,North America,NA,Business
scorpio,North America,NA,Lawyer
scorpio,North America,NA,Judge
scorpio,North America,NA,Politician
cancer,NA,NA,Attorneys in the United States
sagittarius,NA,Christian,Soldier
cancer,North America,NA,Author
cancer,North America,NA,Psychiatrist
cancer,North America,NA,Lecturer
cancer,NA,NA,Merchant
leo,NA,NA,Jurist
leo,NA,NA,Diplomat
scorpio,NA,NA,Hairdresser
scorpio,Africa,NA,Businessperson
pisces,Africa,Muslim,Pharmacist
taurus,NA,NA,Composer
leo,NA,Christian,Insurance
pisces,North America,Christian,Businessperson
aries,NA,NA,Political science
aries,NA,NA,Politician
aries,NA,NA,Spokesperson
capricorn,Africa,Christian,Agriculture
taurus,NA,NA,School counselor
gemini,NA,NA,Lawyer
libra,NA,NA,Barrister
libra,NA,NA,Solicitor
NA,NA,Christian,Politician
NA,NA,Christian,Managing editor
libra,Europe,NA,Physician
taurus,NA,Christian,Entrepreneurship
pisces,North America,NA,Lawyer
pisces,North America,NA,Professor
pisces,NA,Christian,Engineer
pisces,NA,Christian,Veteran
pisces,NA,Christian,Legislator
aquarius,NA,NA,Physician
aquarius,Europe,NA,Businessperson
pisces,NA,NA,Management consulting
aquarius,NA,NA,Lawyer
virgo,Europe,NA,Diplomat
taurus,NA,NA,Lawyer
NA,Europe,NA,Texas
NA,Europe,NA,Mexico
NA,Europe,NA,Intendant
NA,Europe,NA,Commanding officer
NA,Europe,NA,Corregidor (position)
leo,NA,Christian,Lawyer
NA,NA,NA,Custos (Franciscans)
aquarius,Asia,Christian,Lawyer
NA,NA,NA,Politician
NA,Europe,NA,Nephrology
NA,Europe,NA,Organ transplantation
leo,NA,NA,Lawyer
leo,NA,NA,Judge
leo,NA,NA,Teacher
pisces,NA,NA,Economist
aquarius,South America,Christian,Politician
libra,NA,NA,Ranch
libra,NA,NA,Idaho Military Department
sagittarius,NA,Christian,Lawyer
pisces,NA,NA,Financial services
scorpio,NA,NA,Ethnography
aries,NA,NA,Jurist
aries,NA,NA,Politician
virgo,NA,NA,Lawyer
virgo,NA,NA,Journalist
virgo,NA,NA,Politician
pisces,North America,Christian,Lawyer
cancer,NA,NA,Physician
scorpio,NA,Christian,Librarian
capricorn,NA,NA,Attorneys in the United States
leo,NA,NA,Lawyer
leo,NA,NA,Professor
aries,North America,NA,Politician
aries,North America,NA,Farmer
leo,NA,NA,Firefighter
taurus,NA,NA,Engineer
taurus,NA,NA,Plasma (physics)
leo,NA,Christian,Teacher
libra,North America,NA,History of the United States Constitution
libra,North America,NA,Pundit
aquarius,NA,Christian,Politician
aquarius,NA,Christian,Substitute teacher
aquarius,NA,Christian,Office management
pisces,NA,NA,Housewife
pisces,NA,Christian,Land tenure
NA,NA,NA,Politician
NA,NA,NA,Businessperson
NA,NA,NA,Teacher
NA,NA,NA,Civil service
NA,NA,NA,Teacher
sagittarius,NA,NA,Politician
aries,NA,NA,Lawyer
taurus,NA,NA,Social work
cancer,NA,Christian,Farmer
pisces,NA,Jew,Government of San Francisco
virgo,North America,NA,Lawyer
sagittarius,NA,NA,Politician
gemini,NA,NA,Historical linguistics
gemini,NA,NA,Academician
gemini,NA,NA,Academic administration
leo,Asia,NA,Surgeon
leo,Asia,NA,Professor
gemini,NA,Hindu,Businessperson
cancer,NA,Hindu,Businessperson
libra,NA,NA,Social work
scorpio,NA,NA,Politician
scorpio,NA,NA,Social work
sagittarius,NA,Hindu,Journalist
sagittarius,NA,Hindu,Social work
sagittarius,NA,Hindu,Advocate
virgo,NA,NA,Politician
capricorn,NA,NA,Agriculture
capricorn,NA,NA,Advocate
cancer,NA,NA,Politician
leo,NA,Hindu,Politician
libra,Asia,NA,Politician
libra,Asia,NA,Farmer
NA,NA,NA,Social work
NA,NA,NA,Shastri
aries,NA,NA,Politician
aries,NA,NA,Politician
aries,NA,NA,Farmer
taurus,NA,Christian,Soldier
cancer,NA,Hindu,Resistance movement
pisces,NA,NA,Politician
pisces,NA,NA,Businessperson
pisces,Asia,Christian,Society of Jesus
pisces,Asia,Christian,Mathematician
pisces,Asia,Christian,Professor
taurus,NA,NA,Education
scorpio,NA,Hindu,Politician
sagittarius,NA,Hindu,Lawyer
NA,NA,Christian,Electrical engineering
aries,NA,NA,Surveying
gemini,NA,Christian,Clergy
capricorn,NA,NA,Lawyer
leo,NA,NA,Basketball
pisces,NA,NA,Lawyer
aries,NA,Christian,Petroleum
aries,NA,Christian,Petroleum
sagittarius,NA,Christian,Soldier
sagittarius,NA,Christian,Journalist
sagittarius,NA,Christian,Solicitor
sagittarius,NA,Christian,Farmer
cancer,NA,Christian,Politician
cancer,NA,Christian,General manager
cancer,NA,Christian,United States federal civil service
cancer,NA,Christian,Arborist
aquarius,NA,Christian,Attorneys in the United States
libra,NA,NA,Physicist
gemini,North America,NA,Academic administration
aquarius,NA,Christian,Attorneys in the United States
NA,NA,Christian,Umatilla County Oregon
